2,35;4;57,5;253,0000;4.070,0000;1.259.081,8901;2.171.517,3957;1.079.239,4005;288,95;1.095.598,2831;-946.425,8278;2.211.607,4124;543.709,9775;666.222,1400;753.825,3736;1.931.568,8342;769.867,5247;1.766.737,2267;-132.521,9290;0,87;0,54;2.378.045,2211;1.609.679,7594;-461.097,7622;1.096.614,3535;2.061.957,1363;-314.855,5099;336,75;-932.197,0532;1.378.557,4249;457.984,4309;2.416.511,3267;-550.017,7199;1.676.820,0751;161,39;189,28;1.288.395,4480;-436.630,7696;-911.080,3751;-322.064,9910
2,4;4;58,5;137,0000;4.933,0000;-57.226,8534;635.361,2820;-784.264,5232;312,93;-477.212,1430;1.357.740,3595;-510.220,7069;2.177.765,7397;552.685,6837;-323.080,7379;1.760.757,2306;2.013.875,1228;325.442,1007;106.155,3579;0,80;0,42;451.850,3409;13.554,3003;2.131.599,9038;828.523,8790;2.356.638,8831;2.495.642,9310;215,58;1.874.883,2470;813.128,4005;134.609,0366;-430.017,1660;-507.753,3129;1.704.054,8446;83,12;350,80;-646.493,5081;549.895,4096;701.315,0224;-478.022,4774
2,45;4;59,5;2,0000;4.714,0000;129.103,3338;786.034,8514;-452.905,3809;143,04;-221.466,5876;1.763.036,0039;-682.687,3155;344.714,5723;-194.692,5722;1.899.210,6593;594.810,3971;1.455.165,3770;-392.128,1616;876.840,4755;0,25;0,55;-433.273,9129;1.117.135,1754;793.380,8099;-703.319,7362;1.487.582,0554;2.383.004,8932;119,14;921.759,7504;2.033.193,4841;-421.248,4827;2.367.873,2208;-577.529,4107;2.389.015,1611;59,01;137,97;347.381,1580;2.141.433,5164;1.987.536,5268;-502.065,1857
2,5;4;60,5;249,0000;2.099,0000;1.639.962,4534;1.224.321,2661;676.414,5559;177,81;689.125,7675;2.275.774,2342;-313.088,7456;1.586.503,1374;852.667,2135;448.803,7093;-175.307,5667;1.271.975,6686;381.028,7753;-47.310,3142;0,56;0,57;1.184.293,8144;1.051.041,0182;-154.480,4251;-997.309,6344;1.070.584,7473;876.539,5597;141,56;2.197.476,2561;-388.969,9934;2.372.246,5576;2.254.721,8003;526.649,7509;1.080.990,3567;75,73;262,79;-781.969,3834;1.141.869,1864;1.424.009,4526;-859.758,1562
2,55;4;61,5;78,0000;24,0000;2.199.705,6591;311.994,2276;-920.950,6774;218,27;2.452.370,7748;564.780,6947;1.583.860,7495;483.562,5771;-528.951,9642;-124.542,3731;1.666.310,3957;1.472.851,1615;2.401.128,5718;-942.382,6873;0,78;0,62;1.799.617,9945;1.564.624,5661;2.421.046,0953;-700.055,9058;550.726,9822;732.077,2958;308,30;249.686,2651;143.301,8499;2.322.989,0622;391.714,4279;716.200,4312;245.193,2439;196,92;159,48;589.503,5967;1.360.532,8966;-575.759,3852;-621.085,6558
2,6;4;62,5;5,0000;945,0000;-720.610,3222;2.253.464,2647;-805.873,2221;358,83;-329.398,5443;1.377.757,1522;-792.799,0642;1.594.002,7564;58.764,7289;2.348.202,7101;-554.801,0304;113.164,3423;1.114.567,4902;2.026.435,2459;0,84;0,47;-213.938,9300;-90.099,5913;263.486,0462;1.425.898,0832;1.949.340,8790;935.114,8870;17,57;-999.992,5991;314.593,6882;139.962,9624;1.460.723,4953;-224.215,6756;2.340.971,3566;279,45;233,09;1.883.219,1826;463.383,3754;751.178,6103;-55.602,5785
2,65;4;63,5;344,0000;299,0000;-833.474,1309;1.109.755,2188;-859.103,2239;19,99;-672.706,2392;2.379.461,9105;615.421,1140;404.064,3978;-783.901,5604;1.833.998,3399;525.102,8105;454.679,1993;1.841.066,9707;-315.572,5909;0,14;0,01;1.187.294,3424;-326.758,1637;713.475,7658;1.014.659,8767;-901.584,7227;682.785,8301;341,39;843.930,4782;874.338,5165;-448.712,8253;-61.183,1413;-234.558,8727;2.499.116,9076;42,96;77,37;295.668,0995;907.247,3795;1.881.341,0117;-954.164,9563
2,7;4;64,5;178,0000;819,0000;-533.119,2143;1.668.562,8472;2.029.387,3213;357,26;1.734.961,1452;321.413,4495;-991.281,3871;39.294,7547;-626.258,5236;2.142.476,5374;1.409.555,4450;-868.128,0774;42.673,9649;-989.353,6500;0,39;0,19;-942.434,5246;-602.563,9296;1.102.673,1688;-263.824,1973;1.156.967,2363;802.221,5990;340,14;-653.538,9374;1.171.720,6108;2.124.950,9618;1.747.292,7950;1.811.909,2294;-897.560,1882;253,68;66,85;869.840,3268;2.389.977,5380;2.000.843,9738;98.111,6090
2,75;4;65,5;100,0000;1.731,0000;1.545.132,1433;2.487.041,3582;1.397.466,5968;201,78;2.201.252,6996;148.491,2661;2.161.436,5830;1.509.144,5401;-805.923,5953;-917.987,7997;1.612.864,6172;-615.101,6354;-351.508,3315;572.469,8989;0,74;0,38;1.233.238,1158;-914.169,4396;1.127.210,3995;2.331.622,3625;-427.676,6408;-444.137,9581;91,12;456.965,8432;1.064.949,1786;-889.850,6207;-747.360,1867;2.299.951,1659;1.523.052,6363;315,52;256,00;1.588.844,5746;-719.483,3691;710.425,6459;1.691.933,2010
2,8;4;66,5;327,0000;4.244,0000;645.868,4199;-422.992,6443;-343.156,0091;116,58;1.965.749,6765;-147.345,4835;1.974.697,7965;2.351.729,4510;-54.711,1351;-407.570,8247;526.589,6727;2.417.944,8788;1.853.879,7891;2.208.426,5877;0,57;0,52;1.156.671,2913;-18.753,3738;1.852.921,1985;-79.491,1528;22.239,8455;1.291.278,5218;281,86;-104.594,2530;2.286.457,9411;1.994.719,7013;1.165.587,7747;1.168.813,6117;1.905.578,5341;294,05;79,04;1.512.617,6103;1.187.427,6013;1.311.619,1197;1.235.682,8893
2,85;4;67,5;178,0000;6.532,0000;1.620.077,2380;-603.374,8358;1.479.345,4642;154,52;890.265,2989;864.305,0073;-347.311,4137;736.747,2028;2.308.683,0124;453.207,1240;2.247.864,4478;2.294.095,4738;596.311,7706;-170.053,1474;0,84;0,14;-215.460,6746;922.274,5300;339.531,7802;1.897.317,1187;950.361,3389;1.346.507,5854;203,62;-108.739,0037;-238.949,2650;228.110,4303;2.158.464,9558;-652.493,4486;2.180.546,0760;304,92;1,81;-909.100,5353;2.474.965,4332;-98.610,0083;-79.168,3951
2,9;4;68,5;225,0000;1.330,0000;-160.731,4087;1.481.803,7847;891.282,4498;10,49;599.824,8486;-395.335,7307;775.042,3025;588.733,1768;875.303,2220;-287.734,2706;1.466.141,3793;2.388.554,4556;1.309.207,4446;-847.753,0300;0,10;0,68;803.574,6425;1.105.669,3325;1.957.205,1853;-911.833,5456;1.476.207,6075;1.736.401,8026;138,96;1.216.996,3293;-83.103,7148;-134.334,1829;1.907.355,5847;694.372,9745;1.010.106,6547;233,17;265,34;-887.317,4829;232.361,4173;812.430,2423;160.322,5723
2,95;4;69,5;347,0000;2.623,0000;1.808.650,5401;1.815.460,1352;-703.790,4672;127,36;1.809.668,7114;2.265.140,8125;-619.482,1131;735.930,3894;-897.597,3050;1.214.590,4011;1.355.617,7118;2.490.725,0713;-641.898,3493;335.647,3089;0,82;0,11;1.077.795,9086;-41.216,1544;1.804.281,9724;220.269,1701;-750.036,4685;14.901,3212;337,64;960.583,8170;471.934,7400;823.605,1277;-168.040,2710;561.743,2854;981.170,2585;296,22;310,91;2.149.629,2073;135.336,2387;230.108,0562;-720.681,6678
3;4;70,5;307,0000;5.386,0000;-608.931,2186;2.154.373,2951;2.476.135,6837;69,51;877.607,1275;-833.106,0486;2.166.202,3352;158.278,7106;-608.749,7499;1.546.510,4279;1.992.372,9675;469.156,5292;8.629,9376;-657.298,1260;0,25;0,52;97.335,3274;865.825,0306;400.557,9576;1.204.039,8803;1.703.543,8422;-190.675,6422;150,38;198.291,5770;25.137,8599;-178.747,3336;1.275.825,4749;-532.760,0672;180.958,6621;52,80;236,51;-483.534,7162;1.791.404,1092;57.973,2427;1.353.216,0693
3,05;4;71,5;77,0000;7.150,0000;595.093,3777;1.156.968,7279;-452.846,4151;262,57;-571.144,8592;-471.685,9916;747.479,5327;1.563.309,7033;68.282,6081;1.535.477,3452;733.448,0974;-474.495,7429;312.384,9508;-968.810,0235;0,05;0,63;-670.956,1198;951.322,3361;384.395,6633;544.122,2958;-169.670,5916;-616.781,0602;48,90;1.353.973,7590;1.256.899,7697;2.477.177,6966;2.355.326,1466;203.805,9268;1.778.111,7793;176,46;278,41;-140.763,3114;2.414.845,0619;1.253.969,9009;2.043.700,1971
3,1;4;72,5;316,0000;4.938,0000;2.155.456,1152;722.676,9141;-649.696,7329;20,14;374.657,6565;1.614.313,8494;1.678.181,4225;-876.328,3058;1.434.264,2768;2.078.064,3961;-73.147,5886;718.791,6276;-567.018,7036;259.080,0912;0,34;0,64;1.829.566,3515;661.090,2356;2.137.116,8805;1.621.170,9413;2.025.831,4322;127.953,2961;157,91;100.319,3955;37.190,3576;-158.311,9056;1.227.795,2622;1.347.828,8381;513.046,5636;112,93;121,62;842.826,5777;610.288,2975;512.111,2025;-417.582,8237
3,15;4;73,5;234,0000;4.000,0000;-270.859,3871;-295.732,5784;512.422,6313;341,89;968.169,4675;1.413.460,4711;1.477.188,6035;-599.772,7533;1.376.743,5015;1.069.377,7784;1.666.446,7986;1.549.460,6985;1.650.131,2780;1.752.559,3282;0,74;0,96;161.351,7378;-272.224,9991;2.453.550,5224;522.372,6311;603.951,6840;80.056,9666;211,59;267.155,4758;-355.475,0945;388.829,5975;1.530.249,7110;481.832,5040;495.282,3405;284,36;189,16;-612.002,9590;-523.981,7391;614.304,5612;397.433,6673
3,2;4;74,5;193,0000;5.451,0000;1.680.141,2760;108.147,0089;1.321.446,7326;223,19;2.000.387,3094;2.355.654,7624;1.806.275,4871;2.434.009,5417;828.263,8578;-101.909,8344;2.298.997,9314;-706.061,8806;-330.898,1115;1.935.304,7716;0,83;0,68;1.461.447,2241;-717.698,5656;1.698.483,8855;1.142.140,9110;1.686.354,9142;2.448.169,9472;106,06;1.300.879,8305;228.300,9562;494.715,1909;798.952,6922;1.742.712,9414;-143.246,6034;252,07;75,90;1.739.974,4717;-439.500,9004;939.124,4600;145.664,1373
3,25;4;75,5;187,0000;2.585,0000;1.316.901,0748;-342.714,8804;966.013,8671;330,24;-752.696,6327;-655.975,5669;1.283.395,1460;751.717,2789;-909.927,8686;2.094.605,9284;1.071.219,2265;1.450.141,8199;2.250.401,4327;2.453.398,6763;0,75;0,16;-629.007,4625;1.040.643,6167;-677.414,4442;1.743.309,4237;1.417.206,6929;809.493,1989;281,73;495.579,7899;1.459.529,4279;2.201.549,1540;-70.601,8452;811.437,5522;1.400.620,5221;38,81;52,66;2.164.144,0697;403.360,0170;2.473.564,5796;-325.165,5993
3,3;4;76,5;198,0000;4.612,0000;-885.765,6649;-479.768,2061;2.201.553,9633;27,98;645.726,8902;1.854.660,9263;747.984,1806;645.850,1924;931.879,6641;-99.466,6406;-383.229,2504;970.391,3342;1.849.651,8810;2.056.647,2331;0,43;0,04;1.145.581,1776;1.557.465,1405;472.230,4534;-942.385,1888;-781.349,1102;-515.943,1190;90,00;-787.585,8212;80.660,0143;-96.316,4571;-115.215,8280;199.742,1415;-17.054,6268;321,01;356,87;1.236.319,9357;-561.118,0076;-586.278,1620;-759.173,8850
3,35;4;77,5;204,0000;3.613,0000;-400.781,9055;1.274.552,2909;2.018.186,2900;39,67;943.803,0413;-740.929,6194;1.655.155,4039;2.340.117,4795;-658.631,0407;958.609,1687;1.678.243,1405;909.275,2877;352.709,8377;1.473.026,9615;0,87;0,67;2.393.090,9580;1.520.037,6090;-48.784,4650;932.294,5280;-225.712,6097;794.712,3059;44,35;-815.051,9507;-187.613,7612;-960.598,5062;-429.132,0860;1.715.124,4997;689.259,9113;100,23;51,03;1.400.891,4159;1.850.669,3173;-361.650,2581;2.115.691,7636
3,4;4;78,5;37,0000;6.001,0000;2.324.727,1221;179.313,3981;743.411,1783;144,08;1.362.545,1986;1.017.249,6030;689.295,9840;2.320.778,0899;2.132.113,4816;1.913.346,5485;163.701,2460;1.043.839,1279;2.032.696,9492;405.274,7967;0,07;0,34;-325.012,8046;-496.301,2008;2.029.170,0049;-188.587,4368;2.242.554,3006;857.725,8425;55,24;1.502.321,3530;1.956.817,3538;2.207.643,0413;1.952.583,0516;-80.727,7117;295.537,0124;237,34;81,41;657.514,1339;-368.219,3846;2.443.474,3147;597.354,2366
3,45;4;79,5;301,0000;5.629,0000;7.525,1203;1.520.590,4034;945.437,1922;163,88;-66.655,4578;-12.090,1189;269.421,3149;280.565,8128;2.288.104,3509;-589.002,1142;-690.335,2287;207.504,9434;2.053.426,2779;1.414.491,3958;0,13;0,23;-393.019,0839;555.093,2869;1.497.451,6087;-307.189,8304;-85.646,5612;268.188,2404;197,51;1.660.202,6236;2.262.715,8157;-728.415,1673;1.622.209,5989;-237.658,6839;1.357.237,6590;177,05;182,07;524.068,1529;-132.679,5265;1.184.128,5466;1.207.106,9144
3,5;4;80,5;129,0000;1.525,0000;213.549,4938;1.015.419,5976;1.637.045,6498;355,79;2.436.959,4233;773.150,3439;-734.357,0685;2.220.549,3866;-13.191,1368;2.491.591,3020;-564.269,7701;929.810,8172;906.661,0040;-929.672,5006;0,61;0,02;-734.749,5798;-222.294,0442;-603.876,3328;872.946,4471;2.273.965,7683;-749.364,6519;330,41;-282.678,0789;1.882.270,1852;1.004.049,6206;-657.827,9912;-708.448,0924;1.372.768,4535;273,05;25,93;81.116,7317;1.658.117,6813;2.304.809,0853;1.595.518,3051
3,55;4;81,5;88,0000;2.973,0000;-978.804,4522;31.584,7245;-862.939,0180;65,38;1.809.015,1594;2.032.521,1982;745.680,0277;-422.159,2310;1.934.886,8948;1.726.380,9624;697.789,0620;602.928,5123;810.771,5623;-665.028,2090;0,21;0,47;27.251,1606;335.683,8213;-531.333,8807;2.347.830,8945;2.287.634,6098;762.802,3353;242,25;953.927,6074;1.079.521,3763;-77.894,1826;1.864.470,5297;14.402,9054;721.993,4312;100,92;324,81;-726.131,7939;-891.258,4710;1.626.265,8178;1.474.152,0906
3,6;4;82,5;141,0000;6.277,0000;1.066.504,4932;1.439.386,4152;1.284.076,5046;107,41;1.252.262,6078;311.854,2676;2.162.005,5796;513.919,9739;1.496.412,0298;2.116.193,0887;-240.615,0432;-368.920,8297;-10.968,5924;-906.522,6784;0,36;0,51;2.160.262,0878;2.185.097,7863;431.137,6928;1.840.591,3449;2.221.058,9455;-138.879,7871;117,69;1.590.318,0502;2.167.025,3033;1.718.879,7757;-51.938,2107;755.382,5285;1.895.432,5501;41,08;284,46;1.783.044,2805;47.779,0019;1.288.702,6593;843.537,8899
3,65;4;83,5;70,0000;1.843,0000;1.155.660,3473;2.368.266,3444;1.125.451,4725;204,79;479.702,4645;2.498.805,8075;518.864,5140;-9.663,7448;-937.909,5223;640.094,8676;-335.299,0092;849.657,6969;882.982,8976;-82.421,0126;0,46;0,43;-299.715,0870;-387.958,2885;-848.383,2741;1.650.585,4595;1.075.285,2048;-157.621,1858;62,39;-902.434,8149;2.257.580,7293;2.085.869,3036;1.151.430,3329;2.188.068,8730;169.931,2094;97,00;134,83;328.044,4357;-715.637,4403;2.303.411,1333;608.977,2984
3,7;4;84,5;329,0000;1.437,0000;201.076,2688;317.146,4085;1.823.239,3732;179,16;2.455.109,8813;-669.656,1404;-534.227,2116;-317.311,4331;-651.219,2972;-537.034,9244;-288.175,0660;1.753.273,4774;2.387.955,2588;685.381,1006;0,05;0,56;32.052,1305;1.387.570,2819;-767.474,8374;934.328,6443;981.149,7349;1.905.990,9175;230,33;1.704.828,5078;-931.868,5932;-359.493,5257;-335.686,5757;1.475.566,2074;179.975,3024;352,38;224,17;1.639.069,2829;2.054.785,5189;-743.400,2064;412.479,0600
3,75;4;85,5;273,0000;4.334,0000;192.907,1265;1.517.090,6999;1.887.668,0088;302,07;1.242.059,4507;754.480,2862;1.520.753,3452;1.405.088,9556;2.375.241,5874;67.075,0257;-712.973,3522;1.224.049,3986;-485.421,6982;-4.862,4764;0,90;0,28;1.346.713,6844;-788.755,1997;1.230.857,7446;1.189.714,9547;1.386.643,3674;1.204.357,7491;207,13;-953.125,8345;1.716.779,3166;2.032.155,7811;1.861.508,9836;2.400.630,6319;-907.453,5327;259,38;270,19;-731.836,2019;1.116.417,0006;-188.403,2018;-716.447,9116
3,8;4;86,5;212,0000;4.684,0000;1.379.850,1772;1.609.219,4841;-482.375,2479;10,85;1.879.958,0814;87.275,7380;-750.756,9823;-13.629,4329;-651.742,3061;786.448,1998;-126.529,8830;789.890,9892;-394.144,0580;-348.173,0476;0,91;0,60;68.587,1717;-863.648,7452;-568.296,1528;2.055.643,6789;1.709.706,1608;1.329.345,2134;330,30;246.930,4186;1.157.196,6120;175.758,9929;24.868,3899;1.405.199,5125;558.312,5913;123,65;20,14;-310.689,5272;-182.524,1473;-807.235,2269;1.632.853,8476
3,85;4;87,5;190,0000;4.865,0000;2.427.765,3988;-97.388,4234;2.413.064,7334;202,76;2.214.603,7132;2.291.984,5431;-304.212,8043;1.831.411,7032;2.408.149,2017;2.217.313,1722;1.398.330,5854;1.693.767,2427;1.970.028,4697;2.115.273,9681;0,96;0,85;1.199.325,0271;447.547,9836;1.307.800,0716;1.202.304,2735;694.523,5390;982.234,0562;304,39;280.126,1303;1.429.287,2716;1.281.739,0905;1.044.813,7411;565.960,1819;-297.285,4311;50,95;142,62;1.551.347,8492;959.219,7945;1.098.975,7464;283.401,1995
3,9;4;88,5;48,0000;5.201,0000;779.541,2603;482.855,5432;2.343.930,4892;58,93;2.286.343,0980;-766.795,9613;-742.374,8297;2.116.381,6569;273.557,7463;160.287,2427;214.309,6174;286.127,9545;-187.960,9413;2.122.150,1455;0,08;0,08;533.195,0878;456.003,3507;1.884.945,4553;779.159,5593;2.327.527,8289;538.499,1490;154,89;2.312.052,6536;2.394.021,6317;2.463.994,3148;2.459.951,6255;362.219,0925;-206.815,4015;283,16;62,67;1.197.158,1956;2.251.787,6878;907.492,8478;492.674,6024
3,95;4;89,5;16,0000;4.251,0000;1.288.728,9893;1.004.182,0973;962.178,3080;224,92;186.368,2695;32.549,0796;1.596.490,1281;-559.678,5140;-201.673,4076;2.361.330,1680;239.188,4291;1.629.260,0108;-91.680,7544;2.214.451,8787;0,91;0,10;-788.313,7348;779.843,0580;929.228,3720;1.185.075,0739;540.850,2298;2.493.872,5054;132,21;-302.541,8472;683.399,2917;-580.831,8289;1.427.296,4740;2.463.748,6755;579.570,2934;227,16;314,29;2.315.694,4692;-347.208,6032;-268.792,6177;-617.731,3670
4;4;90,5;342,0000;1.571,0000;1.104.489,4557;2.006.302,6047;693.275,3597;337,40;2.134.284,9472;892.026,5163;1.949.455,8660;17.750,8829;-830.729,9864;1.161.121,8262;-526.841,5546;1.849.778,4281;-513.208,6279;1.440.187,2584;0,71;0,71;1.471.673,3210;823.731,1158;1.560.844,5618;-604.374,1438;2.085.531,1950;-625.061,4361;175,39;-890.638,5429;-153.905,0617;-916.224,3729;198.700,1219;1.326.674,2685;473.031,7639;299,08;339,11;2.353.790,6357;426.394,0809;-44.438,2278;-369.379,7891
4,05;4;91,5;280,0000;3.898,0000;1.560.763,5434;-735.024,3906;2.103.805,3017;70,47;-245.484,9514;1.289.724,4099;-446.247,1447;1.932.038,6982;-134.751,1737;-49.552,4793;-519.583,7113;1.286.805,5659;105.170,1230;-176.535,0707;0,89;0,76;-131.781,9453;-821.981,5027;1.758.697,8609;-661.518,9398;2.242.056,8891;787.876,5245;192,70;300.466,9808;1.006.223,7393;1.515.180,7984;2.391.848,3650;-25.607,4848;-832.691,4744;204,93;180,80;938.990,4014;840.882,4724;707.256,8692;2.330.051,8025
4,1;4;92,5;200,0000;2.096,0000;922.584,6112;-879.415,4850;1.622.685,9288;80,02;856.913,4235;247.799,2442;1.267.848,1185;2.112.466,8821;808.011,7911;-516.908,3673;1.380.205,4877;1.574.021,9128;2.397.595,7449;1.051.502,2648;0,62;0,84;-365.649,2287;2.107.189,0692;1.974.547,5961;-492.161,2408;1.724.587,4028;360.189,6489;144,66;779.458,8924;-107.789,4748;3.673,4532;161.236,1449;1.603.994,4343;1.066.744,1775;103,27;152,24;-364.604,6672;929.693,2366;-322.320,7289;1.692.121,0348
4,15;4;93,5;49,0000;2.279,0000;512.661,9983;2.419.181,8029;1.475.254,5855;10,94;2.131.862,9454;-32.566,8557;-301.443,5199;-923.488,2517;-204.949,8408;2.439.717,0704;120.911,5039;-829.248,8155;514.671,1167;1.263.902,3616;0,03;0,99;142.601,3108;384.116,6358;-759.421,2168;943.308,0504;1.113.166,9636;1.656.056,2954;231,02;1.768.505,5321;1.564.999,8256;2.498.646,8370;-151.007,3926;791.819,0114;284.095,2273;26,95;226,68;-481.539,0492;1.479.949,6139;-647.402,5384;1.102.409,3734
4,2;4;94,5;91,0000;5.143,0000;2.156.137,4412;2.009.549,7787;-215.759,9449;170,00;-806.957,7150;2.849,3993;981.076,9764;-661.811,0536;2.320.157,8291;1.185.239,3061;1.863.228,2891;765.983,3236;1.200.305,0897;-497.066,6231;0,36;0,88;182.731,0682;880.652,7131;1.031.452,3876;1.434.153,6147;80.107,4886;329.310,4190;169,76;629.102,4916;-196.062,9466;2.310.000,5567;1.728.806,7084;216.828,7642;1.594.909,1437;170,10;195,69;348.799,2131;905.927,6441;-180.715,0347;724.668,2184
4,25;4;95,5;33,0000;4.759,0000;36.534,8203;2.142.800,0867;-282.182,2262;280,65;-51.739,2767;237.892,9887;2.403.415,9040;-437.737,4046;939.547,2444;1.561.445,7679;460.026,4376;792.834,6734;1.079.890,3814;-216.685,5614;0,81;0,78;1.954.058,2967;1.393.129,6507;1.804.308,0755;57.895,9604;500.342,5901;99.234,1558;20,33;143.789,8818;-763.410,8799;1.427.227,4011;156.074,1570;1.429.285,4677;-658.516,0212;292,91;336,95;2.402.388,6669;921.068,5452;645.842,4623;1.155.958,7953
4,3;4;96,5;345,0000;6.644,0000;-7.436,7728;2.020.880,8353;1.808.582,9741;339,80;2.294.758,1030;-450.965,1387;2.394.131,5628;1.781.396,7894;-444.913,9764;779.842,8050;-59.441,0609;963.748,6791;2.355.741,3348;595.754,5812;0,94;0,60;1.417.378,8621;2.306.998,1604;227.685,7475;2.410.321,8594;1.301.191,1826;379.969,7405;104,72;-394.757,2925;412.461,9696;766.305,1514;739.409,9516;321.655,9819;-809.176,9050;118,36;355,52;745.927,7007;1.032.954,0306;624.981,6351;89.352,2071
4,35;4;97,5;239,0000;5.986,0000;-376.626,8856;1.287.438,0628;1.055.365,6243;64,53;867.317,5477;1.934.947,5388;1.192.071,4113;1.026.995,3189;330.100,5058;357.724,7074;-930.835,4750;1.701.829,8118;95.897,0220;456.979,2671;0,43;0,33;-272.087,8309;-739.111,2487;1.209.818,9744;1.111.089,3938;-466.007,8633;1.942.656,7596;161,50;-861.728,7450;-477.358,8556;2.102.718,5586;2.338.312,2854;1.652.786,9319;1.099.888,6586;159,28;272,12;415.605,1011;912.524,1269;174.023,5479;317.699,4150
4,4;4;98,5;276,0000;4.994,0000;154.109,0648;-567.230,8602;2.023.593,4478;302,94;-248.026,3093;2.082.204,8269;641.692,4088;1.323.195,6445;-860.858,2733;2.491.234,9409;1.734.112,6562;2.098.199,2068;877.696,8432;678.154,6681;0,34;0,34;702.486,2735;76.952,6563;1.414.398,4540;1.317.321,1442;-159.446,7242;491.943,6463;239,21;1.838.298,0713;1.795.543,7086;235.233,9577;2.292.043,5201;-469.791,2705;-437.591,7590;304,52;156,39;1.842.693,8653;1.851.778,0701;1.618.888,8822;760.821,3534
4,45;4;99,5;336,0000;1.782,0000;2.352.235,2623;143.566,7046;2.498.771,7245;263,32;165.833,3021;-867.763,2228;1.451.641,5922;1.583.821,5290;-972.867,5324;325.718,8460;1.887.390,9554;1.572.278,0990;1.745.281,5350;1.254.851,0672;0,18;0,69;519.324,8526;1.028.258,5686;925.982,6342;2.184.888,0243;804.016,8445;-732.173,5110;277,59;739.096,9404;-48.029,9562;1.875.045,3494;-918.055,7114;1.362.128,8538;-248.061,0096;56,30;291,94;1.076.736,4563;628.980,3562;2.470.372,5127;-60.469,9184
4,5;4;100,5;104,0000;1.084,0000;2.154.141,1232;-758.602,2155;-73.597,5525;311,84;-498.054,9362;-882.012,9399;831.797,9831;259.683,2899;2.183.845,4616;979.221,0453;2.235.209,6090;-111.692,1323;-56.188,5816;-849.046,5965;0,55;0,94;1.174.208,0959;1.094.016,6460;2.408.238,3137;188.239,3390;-967.507,2390;1.187.028,6998;174,56;-414.632,4047;1.911.850,6173;257.738,0424;-782.875,9015;907.306,7214;-636.319,3338;51,41;76,87;651.210,4485;619.406,5796;109.326,7521;697.991,9879
4,55;4;101,5;194,0000;1.972,0000;1.089.603,3683;1.694.907,5031;-590.528,8330;148,71;477.374,7445;1.560.037,0793;789.908,7924;-371.440,4059;1.775.106,6890;-64.831,9335;1.573.951,2404;620.202,9588;237.438,5264;1.870.647,0456;0,78;0,44;1.975.974,7318;-607.437,5373;2.104.052,9668;1.566.817,1273;218.354,5109;-433.427,1402;144,06;1.394.128,7807;509.564,4027;2.064.114,7538;940.255,7544;402.102,8061;1.438.650,0034;78,09;77,06;1.165.865,0971;196.210,5012;1.603.508,4363;2.482.742,4252
4,6;4;102,5;256,0000;737,0000;-366.735,1012;99.814,4133;2.061.973,3347;48,73;2.039.284,4095;1.089.691,1444;-279.571,7529;-907.851,8702;1.400.577,0135;-615.078,4928;1.586.755,4684;-628.995,4721;-359.084,4958;-118.923,4071;0,46;0,99;1.735.720,0687;260.986,6012;-93.593,6622;252.427,0387;539.405,0398;-17.283,3594;58,87;1.615.349,1070;2.292.970,2658;601.442,3364;781.328,1817;-422.138,4495;-479.582,2380;328,30;133,69;2.141.709,9772;1.534.122,3271;-125.862,9123;404.887,8577
4,65;4;103,5;15,0000;3.928,0000;2.084.804,4957;2.349.104,4131;243.436,1919;104,87;-511.190,7863;-543.240,9627;-82.639,3364;617.327,7245;-526.538,5401;1.264.500,1970;1.360.260,9328;-765.960,3313;883.774,2455;1.976.696,2400;0,44;0,32;1.711.128,6862;-738.065,1271;1.967.189,6664;-78.046,4762;-743.536,1154;602.758,4225;261,66;649.307,6061;-939.495,8830;59.183,6792;44.633,1377;1.334.875,0423;-47.263,9021;347,71;334,45;-548.090,7722;1.996.809,7010;1.882.587,0936;2.162.030,2560
